motif	tf.gene	tf.ensg	pubmedID
MA0514.1	SOX1	ENSG00000182968	23180794
MA0514.1	SOX2	ENSG00000181449	23180794
MA0514.1	SOX14	ENSG00000168875	23180794
MA0514.1	SOX21	ENSG00000125285	23180794
MA0514.1	SRY	ENSG00000184895	23180794
MA0515.1	SOX30	ENSG00000039600	23180794
MA0515.1	SOX15	ENSG00000129194	23180794
MA0515.1	SOX7	ENSG00000171056	23180794
MA0515.1	SOX17	ENSG00000164736	23180794
MA0515.1	SOX18	ENSG00000203883	23180794
MA0515.1	SOX8	ENSG00000005513	23180794
MA0515.1	SOX9	ENSG00000125398	23180794
MA0515.1	SOX10	ENSG00000100146	23180794
MA0515.1	SOX5	ENSG00000134532	23180794
MA0515.1	SOX13	ENSG00000143842	23180794
MA0515.1	SOX4	ENSG00000124766	23180794
MA0515.1	SOX11	ENSG00000176887	23180794
MA0515.1	SOX12	ENSG00000177732	23180794
MA0515.1	SOX1	ENSG00000182968	23180794
MA0515.1	SOX2	ENSG00000181449	23180794
MA0515.1	SOX3	ENSG00000134595	23180794
MA0515.1	SOX14	ENSG00000168875	23180794
MA0515.1	SOX21	ENSG00000125285	23180794
MA0515.1	SRY	ENSG00000184895	23180794
MA0516.1	EGR1	ENSG00000120738	23180794
MA0516.1	EGR2	ENSG00000122877	23180794
MA0516.1	EGR3	ENSG00000179388	23180794
MA0516.1	EGR4	ENSG00000135625	23180794
MA0516.1	KLF1	ENSG00000105610	23180794
MA0516.1	KLF10	ENSG00000155090	23180794
MA0516.1	KLF11	ENSG00000172059	23180794
MA0516.1	KLF12	ENSG00000118922	23180794
MA0516.1	KLF13	ENSG00000169926	23180794
MA0516.1	KLF14	ENSG00000266265	23180794
MA0516.1	KLF15	ENSG00000163884	23180794
MA0516.1	KLF16	ENSG00000129911	23180794
MA0516.1	KLF17	ENSG00000171872	23180794
MA0516.1	KLF2	ENSG00000127528	23180794
MA0516.1	KLF3	ENSG00000109787	23180794
MA0516.1	KLF4	ENSG00000136826	23180794
MA0516.1	KLF5	ENSG00000102554	23180794
MA0516.1	KLF6	ENSG00000067082	23180794
MA0516.1	KLF7	ENSG00000118263	23180794
MA0516.1	KLF8	ENSG00000102349	23180794
MA0516.1	KLF9	ENSG00000119138	23180794
MA0516.1	SP1	ENSG00000185591	23180794
MA0516.1	SP3	ENSG00000172845	23180794
MA0516.1	SP4	ENSG00000105866	23180794
MA0516.1	SP5	ENSG00000204335	23180794
MA0516.1	SP6	ENSG00000189120	23180794
MA0516.1	SP7	ENSG00000170374	23180794
MA0516.1	SP8	ENSG00000164651	23180794
MA0516.1	SP9	ENSG00000217236	23180794
MA0517.1	STAT3	ENSG00000168610	23180794
MA0517.1	STAT4	ENSG00000138378	23180794
MA0517.1	STAT5A	ENSG00000126561	23180794
MA0517.1	STAT5B	ENSG00000173757	23180794
MA0517.1	STAT6	ENSG00000166888	23180794
MA0518.1	STAT1	ENSG00000115415	23180794
MA0518.1	STAT2	ENSG00000170581	23180794
MA0518.1	STAT3	ENSG00000168610	23180794
MA0518.1	STAT5A	ENSG00000126561	23180794
MA0518.1	STAT5B	ENSG00000173757	23180794
MA0518.1	STAT6	ENSG00000166888	23180794
MA0519.1	STAT1	ENSG00000115415	23180794
MA0519.1	STAT2	ENSG00000170581	23180794
MA0519.1	STAT3	ENSG00000168610	23180794
MA0519.1	STAT4	ENSG00000138378	23180794
MA0519.1	STAT6	ENSG00000166888	23180794
MA0520.1	STAT1	ENSG00000115415	23180794
MA0520.1	STAT2	ENSG00000170581	23180794
MA0520.1	STAT3	ENSG00000168610	23180794
MA0520.1	STAT4	ENSG00000138378	23180794
MA0520.1	STAT5A	ENSG00000126561	23180794
MA0520.1	STAT5B	ENSG00000173757	23180794
MA0521.1	TCF3	ENSG00000071564	23180794
MA0521.1	TCF4	ENSG00000196628	23180794
MA0522.2	TCF4	ENSG00000196628	23180794
MA0522.2	TCF12	ENSG00000140262	23180794
MA0523.1	TAF1	ENSG00000147133	23180794
MA0523.1	LEF1	ENSG00000138795	23180794
MA0523.1	TCF7	ENSG00000081059	23180794
MA0525.2	TP53	ENSG00000141510	23180794
MA0525.2	TP73	ENSG00000078900	23180794
MA0526.1	MXI1	ENSG00000119950	23180794
MA0526.1	MNT	ENSG00000070444	23180794
MA0526.1	MLX	ENSG00000108788	23180794
MA0526.1	MAX	ENSG00000125952	23180794
MA0526.1	USF1	ENSG00000158773	23180794
MA0526.1	TFE3	ENSG00000068323	23180794
MA0526.1	TFEB	ENSG00000112561	23180794
MA0526.1	TFEC	ENSG00000105967	23180794
MA0526.1	MITF	ENSG00000187098	23180794
MA0526.1	MYCN	ENSG00000134323	23180794
MA0591.1	ATF2	ENSG00000115966	23180794
MA0591.1	ATF7	ENSG00000170653	23180794
MA0591.1	CREB5	ENSG00000146592	23180794
MA0591.1	NFE2L1	ENSG00000082641	23180794
MA0591.1	NFE2L2	ENSG00000116044	23180794
MA0591.1	NFE2L3	ENSG00000050344	23180794
MA0591.1	BACH2	ENSG00000112182	23180794
MA0591.1	JUNB	ENSG00000171223	23180794
MA0591.1	JUND	ENSG00000130522	23180794
MA0591.1	MAFF	ENSG00000185022	23180794
MA0591.1	MAFG	ENSG00000197063	23180794
MA0591.1	MAFA	ENSG00000182759	23180794
MA0591.1	MAFB	ENSG00000204103	23180794
MA0591.1	NRL	ENSG00000129535	23180794
MA0592.2	ESR1	ENSG00000091831	23180794
MA0592.2	ESR2	ENSG00000140009	23180794
MA0592.2	ESRRB	ENSG00000119715	23180794
MA0592.2	ESRRG	ENSG00000196482	23180794
MA0592.2	NR3C1	ENSG00000113580	23180794
MA0592.2	NR3C2	ENSG00000151623	23180794
MA0592.2	PGR	ENSG00000082175	23180794
MA0592.2	AR	ENSG00000169083	23180794
MA0593.1	FOXI1	ENSG00000168269	23180794
MA0593.1	FOXI2	ENSG00000186766	23180794
MA0593.1	FOXI3	ENSG00000214336	23180794
MA0593.1	FOXH1	ENSG00000160973	23180794
MA0593.1	FOXG1	ENSG00000176165	23180794
MA0593.1	FOXF1	ENSG00000103241	23180794
MA0593.1	FOXF2	ENSG00000137273	23180794
MA0593.1	FOXE1	ENSG00000178919	23180794
MA0593.1	FOXE3	ENSG00000186790	23180794
MA0593.1	FOXD1	ENSG00000251493	23180794
MA0593.1	FOXD4L6	ENSG00000273514	23180794
MA0593.1	FOXD2	ENSG00000186564	23180794
MA0593.1	FOXD3	ENSG00000187140	23180794
MA0593.1	FOXD4	ENSG00000170122	23180794
MA0593.1	FOXD4L1	ENSG00000184492	23180794
MA0593.1	FOXD4L3	ENSG00000187559	23180794
MA0593.1	FOXD4L4	ENSG00000184659	23180794
MA0593.1	FOXD4L5	ENSG00000204779	23180794
MA0593.1	FOXC1	ENSG00000054598	23180794
MA0593.1	FOXC2	ENSG00000176692	23180794
MA0593.1	FOXB1	ENSG00000171956	23180794
MA0593.1	FOXB2	ENSG00000204612	23180794
MA0593.1	FOXS1	ENSG00000179772	23180794
MA0593.1	FOXR1	ENSG00000176302	23180794
MA0593.1	FOXR2	ENSG00000189299	23180794
MA0593.1	FOXQ1	ENSG00000164379	23180794
MA0593.1	FOXP1	ENSG00000114861	23180794
MA0593.1	FOXP3	ENSG00000049768	23180794
MA0593.1	FOXP4	ENSG00000137166	23180794
MA0593.1	FOXO1	ENSG00000150907	23180794
MA0593.1	FOXO3	ENSG00000118689	23180794
MA0593.1	FOXO4	ENSG00000184481	23180794
MA0593.1	FOXO6	ENSG00000204060	23180794
MA0593.1	FOXN1	ENSG00000109101	23180794
MA0593.1	FOXN2	ENSG00000170802	23180794
MA0593.1	FOXN3	ENSG00000053254	23180794
MA0593.1	FOXN4	ENSG00000139445	23180794
MA0593.1	FOXM1	ENSG00000111206	23180794
MA0593.1	FOXL1	ENSG00000176678	23180794
MA0593.1	FOXL2	ENSG00000183770	23180794
MA0593.1	FOXK1	ENSG00000164916	23180794
MA0593.1	FOXK2	ENSG00000141568	23180794
MA0593.1	FOXJ1	ENSG00000129654	23180794
MA0593.1	FOXJ2	ENSG00000065970	23180794
MA0593.1	FOXJ3	ENSG00000198815	23180794
MA0593.1	FOXA1	ENSG00000129514	23180794
MA0593.1	FOXA2	ENSG00000125798	23180794
MA0593.1	FOXA3	ENSG00000170608	23180794
MA0594.1	CDX1	ENSG00000113722	23180794
MA0594.1	CDX2	ENSG00000165556	23180794
MA0594.1	CDX4	ENSG00000131264	23180794
MA0594.1	HOXD11	ENSG00000128713	23180794
MA0594.1	HOXC12	ENSG00000123407	23180794
MA0594.1	HOXD12	ENSG00000170178	23180794
MA0594.1	HOXA13	ENSG00000106031	23180794
MA0594.1	HOXB13	ENSG00000159184	23180794
MA0594.1	HOXC13	ENSG00000123364	23180794
MA0594.1	HOXD13	ENSG00000128714	23180794
MA0594.1	HOXB9	ENSG00000170689	23180794
MA0594.1	HOXC9	ENSG00000180806	23180794
MA0594.1	HOXD9	ENSG00000128709	23180794
MA0594.1	HOXA10	ENSG00000253293	23180794
MA0594.1	HOXC10	ENSG00000180818	23180794
MA0594.1	HOXD10	ENSG00000128710	23180794
MA0594.1	HOXA11	ENSG00000005073	23180794
MA0594.1	HOXC11	ENSG00000123388	23180794
MA0594.1	HOXB8	ENSG00000120068	23180794
MA0594.1	HOXC8	ENSG00000037965	23180794
MA0594.1	HOXD8	ENSG00000175879	23180794
MA0594.1	HOXA6	ENSG00000106006	23180794
MA0594.1	HOXB6	ENSG00000108511	23180794
MA0594.1	HOXC6	ENSG00000197757	23180794
MA0594.1	HOXA7	ENSG00000122592	23180794
MA0594.1	HOXB7	ENSG00000260027	23180794
MA0594.1	HOXA5	ENSG00000106004	23180794
MA0594.1	HOXB5	ENSG00000120075	23180794
MA0594.1	HOXC5	ENSG00000172789	23180794
MA0594.1	HOXA4	ENSG00000197576	23180794
MA0594.1	HOXB4	ENSG00000182742	23180794
MA0594.1	HOXC4	ENSG00000198353	23180794
MA0594.1	HOXD4	ENSG00000170166	23180794
MA0594.1	HOXA3	ENSG00000105997	23180794
MA0594.1	HOXB3	ENSG00000120093	23180794
MA0594.1	HOXD3	ENSG00000128652	23180794
MA0594.1	HOXA2	ENSG00000105996	23180794
MA0594.1	HOXB2	ENSG00000173917	23180794
MA0594.1	PDX1	ENSG00000139515	23180794
MA0594.1	MEOX1	ENSG00000005102	23180794
MA0594.1	MEOX2	ENSG00000106511	23180794
MA0594.1	MNX1	ENSG00000130675	23180794
MA0594.1	GSX1	ENSG00000169840	23180794
MA0594.1	GSX2	ENSG00000180613	23180794
MA0594.1	GBX1	ENSG00000164900	23180794
MA0594.1	GBX2	ENSG00000168505	23180794
MA0594.1	EVX1	ENSG00000106038	23180794
MA0594.1	EVX2	ENSG00000174279	23180794
MA0594.1	HOXA1	ENSG00000105991	23180794
MA0594.1	HOXB1	ENSG00000120094	23180794
MA0594.1	HOXD1	ENSG00000128645	23180794
MA0597.1	THAP10	ENSG00000129028	23180794
MA0597.1	THAP11	ENSG00000168286	23180794
MA0597.1	PRKRIR	ENSG00000137492	23180794
MA0597.1	THAP2	ENSG00000173451	23180794
MA0597.1	THAP3	ENSG00000041988	23180794
MA0597.1	THAP4	ENSG00000176946	23180794
MA0597.1	THAP5	ENSG00000177683	23180794
MA0597.1	THAP6	ENSG00000174796	23180794
MA0597.1	THAP7	ENSG00000184436	23180794
MA0597.1	THAP8	ENSG00000161277	23180794
MA0597.1	THAP9	ENSG00000168152	23180794
MA0598.2	SPDEF	ENSG00000124664	23180794
MA0598.2	ETV6	ENSG00000139083	23180794
MA0598.2	ETV7	ENSG00000010030	23180794
MA0598.2	SPIB	ENSG00000269404	23180794
MA0598.2	SPIC	ENSG00000166211	23180794
MA0598.2	ELF3	ENSG00000163435	23180794
MA0598.2	ELF5	ENSG00000135374	23180794
MA0598.2	ELF1	ENSG00000120690	23180794
MA0598.2	ELF2	ENSG00000109381	23180794
MA0598.2	ELF4	ENSG00000102034	23180794
MA0598.2	ELK1	ENSG00000126767	23180794
MA0598.2	ELK3	ENSG00000111145	23180794
MA0598.2	ELK4	ENSG00000158711	23180794
MA0598.2	ETV1	ENSG00000006468	23180794
MA0598.2	ETV4	ENSG00000175832	23180794
MA0598.2	ETV5	ENSG00000244405	23180794
MA0598.2	ERF	ENSG00000105722	23180794
MA0598.2	ETV2	ENSG00000105672	23180794
MA0598.2	FLI1	ENSG00000151702	23180794
MA0598.2	ERG	ENSG00000157554	23180794
MA0598.2	FEV	ENSG00000163497	23180794
MA0598.2	ETV3	ENSG00000117036	23180794
MA0598.2	ETV3L	ENSG00000253831	23180794
MA0599.1	EGR1	ENSG00000120738	23180794
MA0599.1	EGR2	ENSG00000122877	23180794
MA0599.1	EGR3	ENSG00000179388	23180794
MA0599.1	EGR4	ENSG00000135625	23180794
MA0599.1	KLF1	ENSG00000105610	23180794
MA0599.1	KLF10	ENSG00000155090	23180794
MA0599.1	KLF11	ENSG00000172059	23180794
MA0599.1	KLF12	ENSG00000118922	23180794
MA0599.1	KLF13	ENSG00000169926	23180794
MA0599.1	KLF14	ENSG00000266265	23180794
MA0599.1	KLF15	ENSG00000163884	23180794
MA0599.1	KLF16	ENSG00000129911	23180794
MA0599.1	KLF17	ENSG00000171872	23180794
MA0599.1	KLF2	ENSG00000127528	23180794
MA0599.1	KLF3	ENSG00000109787	23180794
MA0599.1	KLF4	ENSG00000136826	23180794
MA0599.1	KLF6	ENSG00000067082	23180794
MA0599.1	KLF7	ENSG00000118263	23180794
MA0599.1	KLF8	ENSG00000102349	23180794
MA0599.1	KLF9	ENSG00000119138	23180794
MA0599.1	SP1	ENSG00000185591	23180794
MA0599.1	SP2	ENSG00000167182	23180794
MA0599.1	SP3	ENSG00000172845	23180794
MA0599.1	SP4	ENSG00000105866	23180794
MA0599.1	SP5	ENSG00000204335	23180794
MA0599.1	SP6	ENSG00000189120	23180794
MA0599.1	SP7	ENSG00000170374	23180794
MA0599.1	SP8	ENSG00000164651	23180794
MA0599.1	SP9	ENSG00000217236	23180794
MA0600.2	RFX1	ENSG00000132005	23180794
MA0600.2	RFX3	ENSG00000080298	23180794
MA0600.2	RFX4	ENSG00000111783	23180794
MA0600.2	RFX5	ENSG00000143390	23180794
MA0600.2	RFX6	ENSG00000185002	23180794
MA0600.2	RFX7	ENSG00000181827	23180794
MA0600.2	RFX8	ENSG00000196460	23180794
MA0601.1	ARID2	ENSG00000189079	23180794
MA0601.1	JARID2	ENSG00000008083	23180794
MA0601.1	ARID5A	ENSG00000196843	23180794
MA0601.1	ARID5B	ENSG00000150347	23180794
MA0601.1	ARID4A	ENSG00000032219	23180794
MA0601.1	ARID4B	ENSG00000054267	23180794
MA0601.1	ARID3A	ENSG00000116017	23180794
MA0601.1	ARID3C	ENSG00000205143	23180794
MA0601.1	ARID1A	ENSG00000117713	23180794
MA0601.1	ARID1B	ENSG00000049618	23180794
MA0601.1	KDM5B	ENSG00000117139	23180794
MA0602.1	ARID2	ENSG00000189079	23180794
MA0602.1	JARID2	ENSG00000008083	23180794
MA0602.1	ARID5B	ENSG00000150347	23180794
MA0602.1	ARID4A	ENSG00000032219	23180794
MA0602.1	ARID4B	ENSG00000054267	23180794
MA0602.1	ARID3A	ENSG00000116017	23180794
MA0602.1	ARID3B	ENSG00000179361	23180794
MA0602.1	ARID3C	ENSG00000205143	23180794
MA0602.1	ARID1A	ENSG00000117713	23180794
MA0602.1	ARID1B	ENSG00000049618	23180794
MA0602.1	KDM5B	ENSG00000117139	23180794
MA0603.1	NPAS4	ENSG00000174576	23180794
MA0603.1	SOHLH1	ENSG00000165643	23180794
MA0603.1	SOHLH2	ENSG00000120669	23180794
MA0603.1	TCFL5	ENSG00000101190	23180794
MA0603.1	NCOA1	ENSG00000084676	23180794
MA0603.1	NCOA2	ENSG00000140396	23180794
MA0603.1	NCOA3	ENSG00000124151	23180794
MA0603.1	ARNT	ENSG00000143437	23180794
MA0603.1	ARNT2	ENSG00000172379	23180794
MA0603.1	ARNTL2	ENSG00000029153	23180794
MA0603.1	CLOCK	ENSG00000134852	23180794
MA0603.1	NPAS2	ENSG00000170485	23180794
MA0603.1	AHR	ENSG00000106546	23180794
MA0603.1	AHRR	ENSG00000063438	23180794
MA0603.1	SIM1	ENSG00000112246	23180794
MA0603.1	SIM2	ENSG00000159263	23180794
MA0603.1	EPAS1	ENSG00000116016	23180794
MA0603.1	NPAS1	ENSG00000130751	23180794
MA0603.1	NPAS3	ENSG00000151322	23180794
MA0604.1	CREBL2	ENSG00000111269	23180794
MA0604.1	CREBZF	ENSG00000137504	23180794
MA0604.1	CREB3	ENSG00000107175	23180794
MA0604.1	CREB3L1	ENSG00000157613	23180794
MA0604.1	CREB3L2	ENSG00000182158	23180794
MA0604.1	CREB3L3	ENSG00000060566	23180794
MA0604.1	CREB3L4	ENSG00000143578	23180794
MA0604.1	CREM	ENSG00000095794	23180794
MA0605.1	JDP2	ENSG00000140044	23180794
MA0605.1	FOSB	ENSG00000125740	23180794
MA0606.1	NFATC1	ENSG00000131196	23180794
MA0606.1	NFATC2	ENSG00000101096	23180794
MA0606.1	NFATC3	ENSG00000072736	23180794
MA0606.1	NFATC4	ENSG00000100968	23180794
MA0608.1	CREBL2	ENSG00000111269	23180794
MA0608.1	CREBZF	ENSG00000137504	23180794
MA0608.1	CREB3	ENSG00000107175	23180794
MA0608.1	CREB3L1	ENSG00000157613	23180794
MA0608.1	CREB3L3	ENSG00000060566	23180794
MA0608.1	CREB3L4	ENSG00000143578	23180794
MA0608.1	ATF1	ENSG00000123268	23180794
MA0608.1	CREM	ENSG00000095794	23180794
MA0609.1	CREBL2	ENSG00000111269	23180794
MA0609.1	CREBZF	ENSG00000137504	23180794
MA0609.1	CREB3	ENSG00000107175	23180794
MA0609.1	CREB3L1	ENSG00000157613	23180794
MA0609.1	CREB3L2	ENSG00000182158	23180794
MA0609.1	CREB3L3	ENSG00000060566	23180794
MA0609.1	CREB3L4	ENSG00000143578	23180794
MA0609.1	ATF1	ENSG00000123268	23180794
MA0610.1	DMRT1	ENSG00000137090	23180794
MA0610.1	DMRT2	ENSG00000173253	23180794
MA0610.1	DMRTA1	ENSG00000176399	23180794
MA0610.1	DMRTA2	ENSG00000142700	23180794
MA0610.1	DMRTB1	ENSG00000143006	23180794
MA0610.1	DMRTC2	ENSG00000142025	23180794
MA0610.1	DMRTC1	ENSG00000269502	23180794
MA0612.1	NANOG	ENSG00000111704	23180794
MA0612.1	NOTO	ENSG00000214513	23180794
MA0612.1	VENTX	ENSG00000151650	23180794
MA0612.1	BSX	ENSG00000188909	23180794
MA0612.1	HHEX	ENSG00000152804	23180794
MA0612.1	HLX	ENSG00000136630	23180794
MA0612.1	EN1	ENSG00000163064	23180794
MA0612.1	EN2	ENSG00000164778	23180794
MA0612.1	EMX2	ENSG00000170370	23180794
MA0612.1	DLX1	ENSG00000144355	23180794
MA0612.1	DLX2	ENSG00000115844	23180794
MA0612.1	DLX3	ENSG00000064195	23180794
MA0612.1	DLX4	ENSG00000108813	23180794
MA0612.1	DLX5	ENSG00000105880	23180794
MA0612.1	DLX6	ENSG00000006377	23180794
MA0612.1	DBX1	ENSG00000109851	23180794
MA0612.1	DBX2	ENSG00000185610	23180794
MA0612.1	VAX1	ENSG00000148704	23180794
MA0612.1	VAX2	ENSG00000116035	23180794
MA0612.1	TLX1	ENSG00000107807	23180794
MA0612.1	TLX2	ENSG00000115297	23180794
MA0612.1	TLX3	ENSG00000164438	23180794
MA0612.1	BARX1	ENSG00000131668	23180794
MA0612.1	BARX2	ENSG00000043039	23180794
MA0612.1	HMX1	ENSG00000215612	23180794
MA0612.1	HMX2	ENSG00000188816	23180794
MA0612.1	HMX3	ENSG00000188620	23180794
MA0612.1	MSX1	ENSG00000163132	23180794
MA0612.1	MSX2	ENSG00000120149	23180794
MA0612.1	LBX1	ENSG00000138136	23180794
MA0612.1	LBX2	ENSG00000179528	23180794
MA0612.1	BARHL1	ENSG00000125492	23180794
MA0612.1	BARHL2	ENSG00000143032	23180794
MA0612.1	NR2E1	ENSG00000112333	23180794
MA0613.1	FOXI1	ENSG00000168269	23180794
MA0613.1	FOXI2	ENSG00000186766	23180794
MA0613.1	FOXI3	ENSG00000214336	23180794
MA0613.1	FOXH1	ENSG00000160973	23180794
MA0613.1	FOXF1	ENSG00000103241	23180794
MA0613.1	FOXF2	ENSG00000137273	23180794
MA0613.1	FOXE1	ENSG00000178919	23180794
MA0613.1	FOXE3	ENSG00000186790	23180794
MA0613.1	FOXD1	ENSG00000251493	23180794
MA0613.1	FOXD4L6	ENSG00000273514	23180794
MA0613.1	FOXD2	ENSG00000186564	23180794
MA0613.1	FOXD3	ENSG00000187140	23180794
MA0613.1	FOXD4	ENSG00000170122	23180794
MA0613.1	FOXD4L1	ENSG00000184492	23180794
MA0613.1	FOXD4L3	ENSG00000187559	23180794
MA0613.1	FOXD4L4	ENSG00000184659	23180794
MA0613.1	FOXD4L5	ENSG00000204779	23180794
MA0613.1	FOXC1	ENSG00000054598	23180794
MA0613.1	FOXC2	ENSG00000176692	23180794
MA0613.1	FOXB1	ENSG00000171956	23180794
MA0613.1	FOXB2	ENSG00000204612	23180794
MA0613.1	FOXS1	ENSG00000179772	23180794
MA0613.1	FOXR1	ENSG00000176302	23180794
MA0613.1	FOXR2	ENSG00000189299	23180794
MA0613.1	FOXQ1	ENSG00000164379	23180794
MA0613.1	FOXP1	ENSG00000114861	23180794
MA0613.1	FOXP2	ENSG00000128573	23180794
MA0613.1	FOXP3	ENSG00000049768	23180794
MA0613.1	FOXP4	ENSG00000137166	23180794
MA0613.1	FOXO1	ENSG00000150907	23180794
MA0613.1	FOXO3	ENSG00000118689	23180794
MA0613.1	FOXO4	ENSG00000184481	23180794
MA0613.1	FOXO6	ENSG00000204060	23180794
MA0613.1	FOXN1	ENSG00000109101	23180794
MA0613.1	FOXN2	ENSG00000170802	23180794
MA0613.1	FOXN3	ENSG00000053254	23180794
MA0613.1	FOXN4	ENSG00000139445	23180794
MA0613.1	FOXM1	ENSG00000111206	23180794
MA0613.1	FOXL1	ENSG00000176678	23180794
MA0613.1	FOXL2	ENSG00000183770	23180794
MA0613.1	FOXK1	ENSG00000164916	23180794
MA0613.1	FOXK2	ENSG00000141568	23180794
MA0613.1	FOXJ1	ENSG00000129654	23180794
MA0613.1	FOXJ2	ENSG00000065970	23180794
MA0613.1	FOXJ3	ENSG00000198815	23180794
MA0613.1	FOXA1	ENSG00000129514	23180794
MA0613.1	FOXA2	ENSG00000125798	23180794
MA0613.1	FOXA3	ENSG00000170608	23180794
MA0614.1	FOXI1	ENSG00000168269	23180794
MA0614.1	FOXI2	ENSG00000186766	23180794
MA0614.1	FOXI3	ENSG00000214336	23180794
MA0614.1	FOXH1	ENSG00000160973	23180794
MA0614.1	FOXG1	ENSG00000176165	23180794
MA0614.1	FOXF1	ENSG00000103241	23180794
MA0614.1	FOXF2	ENSG00000137273	23180794
MA0614.1	FOXE1	ENSG00000178919	23180794
MA0614.1	FOXE3	ENSG00000186790	23180794
MA0614.1	FOXD1	ENSG00000251493	23180794
MA0614.1	FOXD4L6	ENSG00000273514	23180794
MA0614.1	FOXD2	ENSG00000186564	23180794
MA0614.1	FOXD3	ENSG00000187140	23180794
MA0614.1	FOXD4	ENSG00000170122	23180794
MA0614.1	FOXD4L1	ENSG00000184492	23180794
MA0614.1	FOXD4L3	ENSG00000187559	23180794
MA0614.1	FOXD4L4	ENSG00000184659	23180794
MA0614.1	FOXD4L5	ENSG00000204779	23180794
MA0614.1	FOXC1	ENSG00000054598	23180794
MA0614.1	FOXC2	ENSG00000176692	23180794
MA0614.1	FOXB1	ENSG00000171956	23180794
MA0614.1	FOXB2	ENSG00000204612	23180794
MA0614.1	FOXS1	ENSG00000179772	23180794
MA0614.1	FOXR1	ENSG00000176302	23180794
MA0614.1	FOXR2	ENSG00000189299	23180794
MA0614.1	FOXQ1	ENSG00000164379	23180794
MA0614.1	FOXP1	ENSG00000114861	23180794
MA0614.1	FOXP2	ENSG00000128573	23180794
MA0614.1	FOXP3	ENSG00000049768	23180794
MA0614.1	FOXP4	ENSG00000137166	23180794
MA0614.1	FOXO1	ENSG00000150907	23180794
MA0614.1	FOXO3	ENSG00000118689	23180794
MA0614.1	FOXO4	ENSG00000184481	23180794
MA0614.1	FOXO6	ENSG00000204060	23180794
MA0614.1	FOXN1	ENSG00000109101	23180794
MA0614.1	FOXN2	ENSG00000170802	23180794
MA0614.1	FOXN3	ENSG00000053254	23180794
MA0614.1	FOXN4	ENSG00000139445	23180794
MA0614.1	FOXM1	ENSG00000111206	23180794
MA0614.1	FOXL1	ENSG00000176678	23180794
MA0614.1	FOXL2	ENSG00000183770	23180794
MA0614.1	FOXK1	ENSG00000164916	23180794
MA0614.1	FOXK2	ENSG00000141568	23180794
MA0614.1	FOXJ1	ENSG00000129654	23180794
MA0614.1	FOXJ3	ENSG00000198815	23180794
MA0614.1	FOXA1	ENSG00000129514	23180794
MA0614.1	FOXA2	ENSG00000125798	23180794
MA0614.1	FOXA3	ENSG00000170608	23180794
MA0615.1	GMEB2	ENSG00000101216	23180794
MA0616.1	HES1	ENSG00000114315	23180794
MA0616.1	HEYL	ENSG00000163909	23180794
MA0616.1	HELT	ENSG00000187821	23180794
MA0616.1	DEC1	ENSG00000173077	23180794
MA0616.1	HES3	ENSG00000173673	23180794
MA0616.1	HES4	ENSG00000188290	23180794
MA0616.1	HES5	ENSG00000197921	23180794
MA0616.1	HES6	ENSG00000144485	23180794
MA0616.1	HES7	ENSG00000179111	23180794
MA0616.1	HEY1	ENSG00000164683	23180794
MA0616.1	HEY2	ENSG00000135547	23180794
MA0617.1	ID1	ENSG00000125968	23180794
MA0617.1	ID3	ENSG00000117318	23180794
MA0617.1	ID4	ENSG00000172201	23180794
MA0618.1	NANOG	ENSG00000111704	23180794
MA0618.1	NOTO	ENSG00000214513	23180794
MA0618.1	VENTX	ENSG00000151650	23180794
MA0618.1	BSX	ENSG00000188909	23180794
MA0618.1	HHEX	ENSG00000152804	23180794
MA0618.1	HLX	ENSG00000136630	23180794
MA0618.1	EN1	ENSG00000163064	23180794
MA0618.1	EN2	ENSG00000164778	23180794
MA0618.1	EMX1	ENSG00000135638	23180794
MA0618.1	EMX2	ENSG00000170370	23180794
MA0618.1	DLX1	ENSG00000144355	23180794
MA0618.1	DLX2	ENSG00000115844	23180794
MA0618.1	DLX3	ENSG00000064195	23180794
MA0618.1	DLX4	ENSG00000108813	23180794
MA0618.1	DLX5	ENSG00000105880	23180794
MA0618.1	DLX6	ENSG00000006377	23180794
MA0618.1	DBX1	ENSG00000109851	23180794
MA0618.1	DBX2	ENSG00000185610	23180794
MA0618.1	VAX1	ENSG00000148704	23180794
MA0618.1	VAX2	ENSG00000116035	23180794
MA0618.1	TLX1	ENSG00000107807	23180794
MA0618.1	TLX2	ENSG00000115297	23180794
MA0618.1	TLX3	ENSG00000164438	23180794
MA0618.1	BARX1	ENSG00000131668	23180794
MA0618.1	BARX2	ENSG00000043039	23180794
MA0618.1	HMX1	ENSG00000215612	23180794
MA0618.1	HMX2	ENSG00000188816	23180794
MA0618.1	HMX3	ENSG00000188620	23180794
MA0618.1	MSX1	ENSG00000163132	23180794
MA0618.1	MSX2	ENSG00000120149	23180794
MA0618.1	LBX2	ENSG00000179528	23180794
MA0618.1	BARHL1	ENSG00000125492	23180794
MA0618.1	BARHL2	ENSG00000143032	23180794
MA0618.1	NR2E1	ENSG00000112333	23180794
MA0620.1	MXI1	ENSG00000119950	23180794
MA0620.1	MNT	ENSG00000070444	23180794
MA0620.1	MLX	ENSG00000108788	23180794
MA0620.1	MAX	ENSG00000125952	23180794
MA0620.1	USF1	ENSG00000158773	23180794
MA0620.1	USF2	ENSG00000105698	23180794
